搜索关键词,视频BV号,视频标题,评论作者,评论者ID,性别,评论时间,IP属地,点赞数,评论内容
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,河岸雨寄夜,273760589.0,男,2026-04-19 21:41:19,浙江,1.0,业内人士表示，没那么细化，剧本、抽卡、剪辑都可以由一个人完成
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,有希幸岁,79571670.0,男,2026-04-14 18:29:10,北京,2.0,"显而易见的，评论区的许多观众都对AI短剧和相关产业产生了过于鲜明的恶意以及某种诡异的优越感，其实就个人一直从事相关的工作和对该行业的了解，它只是个新兴的产业，而且还处在一个快速发展扩张的阶段，和短视频、短剧、娱乐圈等等等等内容没有什么区别。
或许是热衷于宏观叙事，或许是对于传统美学的热忱，或许是基于寻找优越感的渴求，网络上的朋友们有时会很在乎其他人关注的内容并对其指指点点（，有时候可能会略显偏颇。个人毕业后也在这个行业干了快一年了，所以就谈谈个人的看法。
关于AI工具是否会导致创作出来的内容质量低下，污染观众视野。我想看了up的视频应该都能够了解，AI短剧（更多的时候会叫作漫剧）本身就是商品，如果质量不好最终吃亏的还是制作方，所以显然它的质量是需要有人把关的：导演的总览，剧本的策划或购买，分镜师的策划，抽卡师的美学素养，这些人都是需要保证剧集质量的，所以在这些方向上会非常卷。
甚至由于由于seedance 2.0 的横空出世，现在的剧目质量会直接向电影看齐（在此之前大部分都是以额外配音解说的形式）。我自己也算是个动画爱好者，刚入行的时候经手的剧画面是真的让人看得痛苦，但短短半年时间生成素擦的质量和内容就已经到达了一个非常夸张的地步了。
而至于为什么现在（AI）短剧剧本会让大家觉得有些“弱智”……这是互联网短剧市场的选择，我们制作者难道就会喜欢自己做的内容了？而且筛选镜头、修改过审……我们也算是见常人不可见的传奇调查员了hhhh 至于品味啊美学啊这些话题，就个人来说，一个个体从审美和美术素养等方向上贬低其他个体是一件挺low的事，毕竟一切向“市场”看齐嘛。"
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,夕阳下追寻逝去的青春,3546571520084759.0,保密,2026-04-15 14:17:14,四川,1.0,你不得不承认，下沉市场比我们想象的多得多得多[笑哭]很多人根本不在乎制作的如何，你用ai生成的和千万大制作的对他们来讲本质无任何区别，都是过目就忘的奶头乐罢了
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,schwarzseher,405942957.0,保密,2026-04-14 15:05:10,上海,7.0,娱乐业就是精神的鸦片
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,中二少年丶小枫,25933219.0,男,2026-04-15 16:05:51,广东,1.0,一堆人问这种ai短剧究竟是哪些人在看，我还想问b站一堆ai动画ai鬼畜究竟是哪些人在看
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,PAIMON-派蒙,1297467.0,保密,2026-04-14 19:39:55,安徽,1.0,鉴定为UP自己没做过AI  即梦几乎每周都在提升算力成本[抠鼻][大笑]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,13ku,1560424.0,男,2026-04-16 18:59:39,云南,2.0,所以有梦想的人尽量不要看短视频，包括短剧
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,半身行走,1814308395.0,男,2026-04-14 20:32:20,湖北,1.0,你现在看起来好像抽卡师是核心，但ai发展太快了，越来越聪明，抽卡慢慢简单了，核心还是创意
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,寻瘾芝士,10069256.0,保密,2026-04-14 20:24:42,广东,1.0,影视行业将会迎来史无前例的“大便”
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,叶空白大叔,377063282.0,保密,2026-04-14 17:24:21,辽宁,1.0,现在40多分钟的剧确实不看了，还总搞粉圈那套，还磨叽。我现在主要看国漫，动态漫，爽的短剧，b站那些ai末世真人剧，虽然有瑕疵，但看的不亦乐乎。我喜欢听有声书，各种修仙末世异能什么的，但这些呈现出来只能靠国漫，动态漫。自从有了ai，就能真人展现了，而这些靠纯真人拍根本没那味，像斗罗斗破真人版喷成啥13样，根本表现不出来原著，还不如拿ai做出来。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,睡不醒的猫,759147.0,男,2026-04-16 11:57:05,北京,1.0,就像搅屎棍国第一次工业革命，大规模淘汰掉的手工业者。是好是坏只能看未来了[思考]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,姚姚加油努力,2910001.0,男,2026-04-15 19:28:11,福建,1.0,挺好的 国民美育就靠短剧了
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,thomasrolling,7353287.0,男,2026-04-15 13:18:22,北京,1.0,有个建议。。视频里面那些鼠标点击的音效带耳机听太刺耳了，建议调一下音效音量或者加个lowpass
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,爱吃花椒的喵酱哇,10077980.0,男,2026-04-14 20:02:47,河北,1.0,我是个没文化的俗人，看短剧我就想看个真人美女擦边，ai做的擦边内容欣赏不来
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,遗失的水晶头,342583959.0,保密,2026-04-14 18:17:28,吉林,1.0,说真的，AI生成的剧也看过一点，还是觉得不好看，虽然现在AI生成的人物看起来很逼真，但是那种举手投足间的感觉和眼神还是远远看着假的，没有真人的那种灵性。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,lrlsoft,523963507.0,保密,2026-04-16 12:38:02,广东,1.0,现阶段的ai短剧能看吗？人物在场景中位置、大小比例变来变去，对着空气说话，表情莫名其妙，实在看不下去，我宁愿看酱板鸭。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,wlf你猜啊,327104904.0,保密,2026-04-15 02:10:19,福建,1.0,"结语：影视行业即将迎来史无前例的大便……[笑哭][笑哭][笑哭][笑哭]
说得可太好了"
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,MickyDot,687907116.0,保密,2026-04-14 16:13:36,上海,1.0,啊，那现在全是竖屏视频，有竖店吗
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,MAX863,1058936471.0,保密,2026-04-16 11:25:11,浙江,1.0,开弓没有回头箭的。。。躺平先看吧，反正一时半会大家也饿不死
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,lensand,132398.0,保密,2026-04-18 15:49:28,上海,1.0,就不说AI短剧了，短剧我都不看的，感觉太LOW了，这种东西看多了，脑子会空，失去了思考能力，有时候过于爽反而是不爽，类似你抽大了一样，需要更爽的短剧去刺激。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,爱吃辣条的吱,601811849.0,保密,2026-04-16 10:38:07,湖南,2.0,感觉到互联网这些做影视的一些规律了，先是量大，低质量，吸引流量，然后就是资本撤资，保守投资，这个时候一般也有新的风口出来了，然后原来的就开始走质量路线了，开始有些口碑剧，口碑公司出来了，然后又是一个循环，网剧，短剧，ai短剧，盲猜一波，现在真人短剧也会有一些契合短剧形式的算是质量可以的剧集出现
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,陈一木o,139055185.0,男,2026-04-14 17:43:07,安徽,4.0,无论是真人短剧还是AI短剧，我只看到了这个社会的人们焦虑又功利，经济的数据增长下，一个个真实的人无奈的被洪流冲刷掉
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,2号码卡,3546800097069631.0,保密,2026-04-14 20:26:44,安徽,1.0,AI短剧的市场取决于人口素质较低的人有多少，也就是所谓的下沉市场
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,格雷福斯鲸,9030075.0,男,2026-04-16 21:38:10,陕西,1.0,我宁愿马管子都不看，审美和智力都让啃没了
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,求取关,216859699.0,保密,2026-04-15 14:11:48,四川,1.0,BV1zLvmBnE57大家记得以后对AI说话客气些，哪天审判时兴许能放过自己[打call][打call]特留此评论，请未来天网之主明鉴[保佑][保佑]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,叽里咕噜985,1050936041.0,保密,2026-04-14 18:28:21,安徽,6.0,比起真人演的，我更喜欢ai生成的，反正短剧主要目的就是娱乐消遣，大部分短剧也没什么内涵，ai就很适合，真人演的尤其那种言情类的，有的男演员或者女主角如果觉得不好看的话就不想看了，ai生成都是美女帅哥的，那绝命毒师这种层次的才需要真人演员
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,Ling東来,697585406.0,男,2026-04-14 18:08:47,四川,1.0,竖屏观感太差，基本上就只能看到一个人[喜极而泣][喜极而泣][喜极而泣]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,Sakure月语,27888045.0,男,2026-04-14 12:56:21,广东,1.0,底层人民还是太有钱了，优秀剧情下沉门槛还是高。提现最终还是全民教育和审美问题。未来是粗制滥造还是优胜劣汰熟未可知
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,五花肉护体,559216848.0,保密,2026-04-14 20:09:50,山东,1.0,前路未知[呲牙]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,太平无忧万代千秋,9297744.0,保密,2026-04-15 09:18:51,山西,1.0,说明大家品味都一般
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,川一大仙,84467964.0,保密,2026-04-17 11:16:13,安徽,1.0,ai短剧未来一片光明，干ai短剧未来一片黑暗。干的好是模型好，干的不好是你不好。表面上技术进步带来了效率的提升，实际上劳动者手里的牌越来越少，欢迎你不干有的是人干大时代来临
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,周仕进9527,37174864.0,男,2026-04-16 08:39:21,广东,1.0,shi无前例的大bian[doge_金箍]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,Love大调,226300068.0,男,2026-04-15 14:28:54,广东,1.0,是短剧粗制滥造各种擦边，AI不背这个锅
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,伊勢宗瑞,13695442.0,女,2026-04-14 12:31:24,福建,429.0,最近有点想辞职去做AI短剧了，因为自己现在虽然在国企上班但每个月工资到手就4000块钱强度还高，而我自24年初开始就在玩nove生图，suno出来后也一直在玩生曲，AI视频的苗头刚出来的时候就在玩了，对自己写提示词有点自信（nove一个图我能叠到600个字上限来保证出图质量）
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,炙热冰霜,1351626844.0,保密,2026-04-16 10:14:00,海南,1.0,AI可能造出来一两个爆款，一部分短剧凭抽象出圈活不了多久，过段时间就会被遗忘，一部分短剧的确有意义，但是有一部分人看见是AI就直接划走，仿佛用AI制作短剧就是罪大恶极，优秀的作品经历时间的考验才能成为经典[保卫萝卜_哇]判断一个作品好不好很简单，就是你会不会把该作品推荐给你的亲朋好友看(给朋友分享抽象小短剧不算[doge])
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,炫彩酱肉肘,441318715.0,男,2026-04-14 17:56:47,北京,1.0,@N_C_Pain
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,平庸老于,496213554.0,男,2026-04-16 11:10:58,黑龙江,1.0,在特效制作这么先进的当下，也还是会有影视剧选择实景实拍的。你猜为什么呢？
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,月龙峰,3494377477376608.0,男,2026-04-14 20:53:35,山东,1.0,有段时间很喜欢看短剧，那时候审核非常松，女角色穿着暴露，男主还能光明正大开后宫
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,大胖牛肉包,322250716.0,男,2026-04-15 03:25:50,北京,1.0,抖音用自己开发的工具制作视频，投放到自己的平台，然后自己给自己流量，搞得好像很火一样，实际上有多少人爱看这玩意
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,Umayyyyyy,35052822.0,保密,2026-04-14 12:36:00,广东,1.0,大灌屎时代来了
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,摩羯乌鸦,40048672.0,保密,2026-04-17 13:59:33,新加坡,1.0,总结一下，人类将面对越来越多的大变~~~~~~[doge_金箍]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,大大的小杰,159333831.0,男,2026-04-15 19:36:27,湖南,1.0,文化产业的噩梦
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,神的浴缸,73875170.0,保密,2026-04-15 00:09:27,上海,1.0,所以这时候是不是该卖电脑[妙啊]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,摸鱼摄影的柏溪,1367670552.0,男,2026-04-14 12:14:58,河南,185.0,好巧[脱单doge]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,PAIMON-派蒙,1297467.0,保密,2026-04-14 19:33:35,安徽,1.0,好事啊，AI短剧不比一堆流量明星演的好吗[OK]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,玉虚龙宇君的小号,489007432.0,保密,2026-04-14 11:52:18,浙江,32.0,新消息：霍尔木兹封锁后，芯片原材料涨价，连带所有AI都开始涨价~[OK]所以朗子哥手把手给你演示了一遍咋反抗赛博朋克~
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,NB柯拉斯,300093703.0,保密,2026-04-17 07:08:25,黑龙江,8.0,[doge]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,在追_,596258.0,男,2026-04-14 11:59:31,云南,11.0,他们发现这个流程走的通之后，会加快速度把最后的人工也替代掉，最后可能只剩一个导演干所有活[doge]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,mzy330,240826223.0,保密,2026-04-14 18:52:17,广东,3.0,评论区新一代的杨永信又在扣“电子海洛因”帽子了
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,PAIMON-派蒙,1297467.0,保密,2026-04-14 19:36:50,安徽,1.0,好奇这边抽卡有没有保底，比如抽出来自己风格的足够多，反而用它这边的素材更方便什么的？[酸了]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,佐天泪子小可耐,349207061.0,保密,2026-04-15 01:31:47,广西,3.0,没什么用，因为字节入场，让行业变得非常畸形[笑哭][笑哭]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,萧崤晓啸,330396337.0,男,2026-04-17 10:47:04,福建,7.0,反正我是抵制ai短剧，只看真人的[doge_金箍]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,吃肉肥中瘦,1113893451.0,保密,2026-04-14 18:30:24,上海,22.0,AI影视剧能够打击所谓的明星演员的天价片酬，算是好事
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,fui赋鸥,350609546.0,保密,2026-04-18 11:54:34,陕西,1.0,一集都没看过，不管是真人的还是Ai的
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,太刀小m,360173444.0,保密,2026-04-15 06:03:41,江西,1.0,总的来说，新岗位的人增加远远少于失去岗人，失业的人会更多
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,瓶中鱼nio,306411776.0,保密,2026-04-16 20:43:03,广东,6.0,未来可以想见肯定是：VR + AI + 互动， 自己亲自穿越进短剧扮演主角，亲身体验爽感人生。想要几个老婆的，想修仙的，想炼丹的，想娶老婆提升功力返老还童的，想当王爷皇帝的，想当女帝的，想当总裁的，想娶总裁的，想开超市的，想把超市搬到古代再把古代文物拿回来卖的，想当将军驰骋疆场保卫大乾王朝大夏王朝等等乱七八糟王朝的，想体验十倍返还钱越花越多的，想心声被听见的，想拥有阿拉丁神灯一人许三个愿望还能传递卡bug的，想亲自参与宫斗权斗的，想拯救大明大宋大唐大汉的，想灾荒年间全村啃树皮只有你拿着系统逆袭的。。。。。。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,the44thsunset,23643593.0,保密,2026-04-14 19:07:35,江苏,1.0,科技发展几十年，全在流媒体领域，让ai生成一个稍微能看的人物模型都够呛
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,bbgg9999,352403215.0,保密,2026-04-15 09:59:08,云南,1.0,目前我是不看AI短剧的。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,苏健导演,122547655.0,男,2026-04-14 12:16:32,河北,1.0,史无前例的大便[笑哭]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,冬末年初,30952608.0,男,2026-04-14 22:00:46,广西,1.0,反正我不看ai，爱看看谁看
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,兮子梦,179339467.0,男,2026-04-17 10:15:42,河北,1.0,演员片酬终于下来了
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,五线天不6,493887493.0,男,2026-04-15 06:42:10,河北,1.0,"本人已经做了差不多有几个月的AI抽卡师
用过大大小小的软件，我真的很羡慕视频里的抽卡师傅，因为我们的老板是他妈不给报销的[笑哭]"
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,ST圣杏菜,8431202.0,保密,2026-04-18 01:02:37,北京,1.0,所以刺杀奥特曼也算是有原因的，多少人要因此失业
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,天宇WIND,34936991.0,保密,2026-04-16 11:55:58,重庆,1.0,但是短剧剧情很多比电影好哈哈哈哈哈
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,くだらない先生,7689603.0,男,2026-04-15 16:36:05,吉林,1.0,看ai，选红果，现在已经不看真人了。ai剧虽然不是每部都好，但好在节奏快，人物完美[妙啊]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,放风筝的单车,3731203.0,男,2026-04-15 13:02:39,重庆,1.0,把创作性质的工作也完全变成打螺丝了
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,清如无印,5404044.0,男,2026-04-16 17:00:07,浙江,1.0,报了个线下班在学[doge]想进入这个行业
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,隹磲,24561307.0,保密,2026-04-15 20:03:35,上海,1.0,不要说ai短剧。。短剧都不喜欢看。。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,叫我闪电吧,61365302.0,保密,2026-04-16 11:52:21,北京,1.0,真快啊，短剧才五六年现在又开始流行Ai短剧了。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,DfevKeL26-DYB,22750826.0,男,2026-04-14 19:15:31,四川,1.0,什么doro 什么咕咕嘎嘎 什么菲比啾比 什么假面骑士 什么铠甲勇士 什么高达 什么美少女高达 什么KPOP高达 什么奥特曼 B站都一堆 只是没成体系 没专门的分剧，一集看了找下一集难找。成体系一样在B站杀疯。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,咱们衤果熊,3695341.0,男,2026-04-14 21:04:27,上海,2.0,以前二次元有自己的“纸片人”现在三次元也有自己的“数据”人了[吃瓜]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,凉茶老道,123648201.0,保密,2026-04-14 12:24:05,北京,2.0,本来想说霍去病那个三千成本的辟谣了，但感觉没什么意义，总有一天会比三千还要便宜的
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,梳琉Ka_nIa,13243874.0,保密,2026-04-14 16:47:55,黑龙江,1.0,这些短句真有剧本分镜吗？感觉是梦到哪句说那句 尬到逆天的剧情和台词  真不是AI自己编的？
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,魔法师莱德,325498429.0,保密,2026-04-19 21:15:42,山东,2.0,从今年过完年在红果刷的基本都是AI生成的漫剧了，好多以前短剧做不到的特效跟脑洞这边是轻轻松松
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,peterhong76,380155135.0,保密,2026-04-14 19:55:40,上海,4.0,以后连观众都是AI了，就不是假币驱逐劣币的事情了
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,ailvie,430452650.0,男,2026-04-14 18:31:05,湖北,1.0,AI只适合漫剧，真人短剧无可替代。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,_M0M0,3546903446816801.0,保密,2026-04-14 21:38:37,广东,1.0,这样流量明星更珍贵了，里面是真人。想看剧情故事的都看ai短剧=预制菜，本来也没啥广告价值。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,AI音乐电台,3546971396639469.0,女,2026-04-14 14:43:33,广东,1.0,是人自身太局限了，脑子里塞不了太多东西
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,郭經緯,545000140.0,保密,2026-04-14 20:01:30,山西,1.0,再发展发展，就更趋于真人了
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,吃肉的肉夹馍,454859252.0,保密,2026-04-15 17:02:56,河北,1.0,我来纠错喽！是fast！不是fase！[阴险]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,疯兔实验室,3546598973901668.0,保密,2026-04-14 16:46:39,河北,1.0,影视行业即将迎来史无前例的DaBian...
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,一半是海水,119284.0,保密,2026-04-15 23:46:51,山东,1.0,终于能拯救文科生就业了，
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,封神榜枫枫,629086905.0,保密,2026-04-15 07:26:08,四川,2.0,看了几部，没有一部能坚持10集，Ai段剧毫无感情，没有意思，非常假
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,耀xzy,3546391192274978.0,保密,2026-04-14 23:34:09,安徽,32.0,说实话，我对ai作品是持一定的反对态度的，因为我个人对“ai味”比较敏感，看多了后会在生理上感觉到不适。但不可否认的是，ai正在势不可挡地挤占并侵蚀原生娱乐产业，就比如我看的番茄小说，本来就书荒，结果一看新书榜，十本有七八本都是ai辅助生成的，恶心的呦[大哭]。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,一得阁基米,14176335.0,男,2026-04-14 12:17:32,广东,4.0,AI，死亡，机器人，，人类的命运就剩中间的死亡了[笑哭][灵魂出窍]能想到，下一季的爱死机里肯定有纯AI短片了
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,虬龙科技--成都旗舰店,63249688.0,保密,2026-04-17 16:54:49,四川,2.0,"我提供一个思路，你现在拿个随手拍的照片，让豆包帮你修一张网红图出来，也就是几秒钟的事，效果也非常好。
同理，以前真人剧需要严肃的构图，灯光，服化道等东西，成本都很高，现在可不可以用手机+极其简单的灯光+极其简单的服化道，拍摄成本极低的拍一段视频。然后让ai给你改善光源，改善人物形象（美颜），增加特效，改变背景。这样一结合，剧情连贯，特效炸裂，细节丰富，成本极低的真人+ai合成品就搞定了。"
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,kili_h,11990338.0,保密,2026-04-18 11:40:48,四川,1.0,ai短剧得出现是个好的点，消失了很多岗位的同时也创造了很多岗位，好的演员不会在乎那点流量，也不会影响自己的收视率。希望ai短剧能淘汰没演技的演员，比如前段时间的粉底液将军
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,巴氏刷牙法好,35655114.0,保密,2026-04-17 10:29:46,浙江,1.0,未来人类消失，ai机器人统治地球。[doge_金箍]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,太刀小m,360173444.0,保密,2026-04-15 06:05:53,江西,1.0,比如说AI短剧失业的人是100，就业的人只有5个，
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,路人甲都当不了,1080964619.0,保密,2026-04-14 16:44:04,英国,14.0,理工科需要知识技术，有评判标准，文艺圈不需要，所以传统文艺圈成了最封闭的封建行会，全是各种二代关系户。真人短剧给了普通家庭出身的从业者一个平台，而AI短剧则完全独立于原来那个封闭圈子，转换成技术赛道。AI短剧的制作团队至少是经历过正规高考筛选的，比传统演艺圈的那些半文盲强多了吧。
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,骷髅脖子上挂着天使,238263004.0,保密,2026-04-17 10:08:23,上海,12.0,AI短剧在近1年的时间内已经出了整个电视剧产业近10年的量，想想观众也是有审美疲劳的，现在说白了就是有点野蛮生长，有点像手游刚火那阵子，很多人都觉得只要是手游就能赚钱的心态，我个人来说越发展到后面，基本是AI短剧的它的制作周期 制作成本甚至制作时常都会迎来质变，甚至因为AI的一些不可抗力，最终还是会回归到AI+传统的手法上来，我并不是不看好AI，我自己日常生活也是用AI去帮我解决问题，说实话 AI的确会带来新的工作流，它对目前的影视制作和游戏开发是不说降维，也是颠覆级的，但好的作品，一部能让人看了后留下记忆的作品，往往不是一些三分钟热度的公司能搞的出来。我相信未来AI+传统软件的结合会越来越紧密，可操作性和稳定性也会越来越强。真正有利的其实那些掌握传统软件的，光会用AI其实制作时间越短，越代表这个的可替代性越强！
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,熊吉君X兔美酱,376938.0,保密,2026-04-14 21:03:54,江苏,1.0,说我是抽卡师我不挑你的理 回头问我要配方的时候 该叫我什么？[doge]
AI替身,BV1zCQYBXEWf,我们去看了AI短剧片场，结果像在逛网吧...【差评君】,爱学习的松果菌,1513647.0,保密,2026-04-15 15:17:26,河南,2.0,"有些人也真是有意思，一边嚷嚷着不想上班，不想工作，想要自由。一边工作没了被AI取代了，发现大部分行业人类没啥用了，真自由了，又各种不乐意了[doge_金箍]。
说到底核心矛盾点和工作不工作压根就没关系，还没看出来吗"
